Name,Nationality,Position,Club,Overall Rating,Pace,Shooting,Passing,Dribbling,Defending,Physical,Age
Jessica Hammond,Senegal,Goalkeeper,Saif SC,87,76,52,82,73,72,72,27
Jacinta Liliana Valencia Muñoz,Chile,Forward,Saif SC,82,77,64,71,67,61,64,38
Christian Villarreal,Santos,Goalkeeper,Tottenham,80,76,61,80,81,59,79,32
Édgar Echevarría-Ordóñez,Spain,Goalkeeper,Galatasaray,82,70,67,70,75,69,75,25
Steven Brown,Republic of Ireland,Goalkeeper,PSV Eindhoven,79,72,65,70,77,57,67,30
Carl Gustavsson,Sweden,Goalkeeper,Trabzonspor,77,78,70,75,71,62,74,30
Clinton Lee,Switzerland,Midfielder,Tottenham,78,67,62,60,75,52,69,28
Jessica Savage,Egypt,Defender,Villarreal,81,68,67,62,79,53,65,28
David Rice,Senegal,Goalkeeper,PSV Eindhoven,84,82,68,70,69,54,65,24
Briana Brandt,Switzerland,Forward,Inter Miami,77,66,67,69,76,55,75,28
Basilio Bas Redondo,Spain,Goalkeeper,Burnley,83,66,65,65,72,58,67,20
김정희,South Korea,Defender,Inter Miami,82,65,67,81,76,57,74,36
Melinda Smith,Nigeria,Goalkeeper,AC Milan,81,69,67,68,85,56,81,23
Anthony Hughes,Egypt,Goalkeeper,Borussia Mönchengladbach,81,66,64,67,72,64,66,29
Sr(a). Esparta Aranda,Mexico,Goalkeeper,Wrexham,83,70,69,72,67,50,78,30
Ornella Borgia,Italy,Forward,Sevilla,79,67,60,78,80,57,60,36
Roger Alvarez,Kenya,Goalkeeper,Retired,81,76,66,62,87,52,68,40
Jasmin Jennings,Algeria,Defender,Al-Hilal,82,67,65,74,82,55,77,28
Ante Šošić,Croatia,Forward,Leeds United,76,73,57,81,76,49,74,18
John Wright,Uruguay,Midfielder,Tottenham,77,70,66,74,82,60,74,31
Luna Cardoso,Portugal,Midfielder,Al-Ittihad,84,77,66,65,65,61,73,33
Shawn Walker,Slovenia,Defender,Everton,80,73,69,56,71,53,72,33
Nicholas Mccarty,Slovenia,Goalkeeper,PSV Eindhoven,86,70,61,76,75,50,71,34
David Martin,Santos,Midfielder,Abahani Limited,80,68,67,72,74,51,76,18
Jessica Evans,Georgia,Goalkeeper,Manchester United,81,78,69,73,78,59,76,23
Romeo Poerio,Italy,Goalkeeper,Juventus,80,70,68,64,77,59,81,36
Henriette Maréchal-Marchand,France,Defender,Fulham,81,67,60,75,85,55,66,33
Prof. Dorthe Dahl,Denmark,Defender,Chicago Fire,85,74,57,69,83,57,70,29
Jason Quinn,Morocco,Defender,Watford,80,76,72,75,73,65,74,39
James Cox,Algeria,Midfielder,Leicester City,78,68,73,76,72,60,74,33
James Cummings,Kenya,Midfielder,Juventus,83,76,63,71,70,52,77,23
Mara Horak,Croatia,Midfielder,Barcelona,84,81,71,75,70,59,70,25
Dott. Pierina Ferrari,Italy,Goalkeeper,Al-Sadd,80,73,59,65,73,65,79,21
Monica Mueller,Slovenia,Forward,Arsenal,89,69,63,63,75,56,67,18
John Huffman,Nigeria,Forward,Ajax,85,73,71,83,79,64,70,25
Jade Parker,Egypt,Defender,LA Galaxy,80,76,60,72,75,56,74,18
Cathrine Friis,Denmark,Defender,Orlando City,79,76,61,76,77,63,81,38
Matthew Evans,Austria,Defender,Olympique Lyon,77,75,66,69,77,60,82,26
Patricia Hanson,Scotland,Defender,RB Leipzig,83,79,72,71,83,62,77,30
Daniel Arnold,Switzerland,Forward,Sheikh Jamal Dhanmondi Club,77,68,64,68,85,56,74,19
Matheus Moreira,Brazil,Midfielder,Tottenham,82,79,53,64,85,58,71,40
Tony Johnson,Switzerland,Defender,Al-Nassr,77,75,69,70,71,51,71,20
Keith Jackson,Egypt,Midfielder,LA Galaxy,80,66,71,68,82,66,75,29
Blanka Jędraszek,Poland,Defender,Galatasaray,84,73,73,67,71,54,77,20
Christina Jenkins,Senegal,Forward,Olympique Marseille,90,75,62,77,72,69,75,23
Sean Anderson,Cameroon,Forward,Inter Miami,82,74,67,74,74,65,69,26
Emily Fitzpatrick,Slovenia,Goalkeeper,Leeds United,77,68,63,73,76,53,75,28
Luisa Paulina Aranda Caballero,Spain,Defender,Espanyol,79,76,60,67,72,57,68,35
Hr Bjarne Hansen,Denmark,Defender,Orlando City,85,72,64,80,75,61,70,21
Emily Winters,Cameroon,Midfielder,Watford,78,73,55,78,73,67,67,18
Chris Lewis,Republic of Ireland,Defender,OGC Nice,83,63,64,69,73,57,77,21
Heidi Blankenship,Scotland,Forward,Villarreal,82,71,60,72,74,62,71,21
Lia-Luciana Leal,Portugal,Goalkeeper,PSV Eindhoven,83,77,67,74,72,61,77,27
Aleks Kojder,Poland,Goalkeeper,Flamengo,79,84,69,76,65,53,76,20
Justin Lester,Serbia,Defender,Real Madrid,84,66,62,74,76,58,79,34
Amanda Allan,England,Goalkeeper,AC Milan,87,72,53,62,74,61,67,37
Lisa Moore,Serbia,Midfielder,Villarreal,78,61,70,74,71,61,89,30
Julie Lucero,Scotland,Forward,Inter Miami,81,74,71,75,73,52,73,23
Camila Wilfrido Contreras,Mexico,Defender,PSV Eindhoven,79,72,60,69,83,52,72,26
Anne Williams,Ivory Coast,Forward,Real Madrid,88,71,67,66,79,58,75,23
Kaitlyn Woods,Guinea,Defender,Udinese,82,66,67,82,74,54,73,28
Ivan Vuljak,Croatia,Midfielder,Manchester United,85,83,66,70,73,60,86,35
Heidi Alexander DDS,Ivory Coast,Goalkeeper,PSV Eindhoven,83,63,60,68,81,71,66,22
Anita Pedišić,Croatia,Goalkeeper,Real Betis,80,70,68,72,71,62,80,36
Lacey Blackwell,Morocco,Forward,Vissel Kobe,80,79,64,77,76,52,72,22
Stacey Jones MD,Ecuador,Forward,Arsenal,79,66,62,82,77,51,71,39
Matteo Cassiano,Brazil,Midfielder,Crystal Palace,76,72,66,71,72,59,84,37
Timothy Horne,Scotland,Forward,Espanyol,83,79,75,63,68,58,66,28
Mark Carter,Kenya,Forward,Abahani Limited,87,81,71,72,78,65,69,24
Rachel Gomez,Santos,Forward,Napoli,73,63,64,68,73,56,74,38
Agnès Loiseau,France,Defender,Real Madrid,78,76,65,74,77,63,74,27
Jennifer Jackson,Uruguay,Forward,Leipzig,81,77,65,83,68,64,66,21
Santiago Emilia Gutierrez Avila,Argentina,Forward,Al-Rayyan,81,71,67,72,83,61,83,23
Esther Diaz Azorin,Spain,Forward,Manchester United,85,73,71,69,76,60,74,29
Trevor Harrison,England,Midfielder,Rayo Vallecano,78,73,61,82,83,64,75,29
Zachary Morgan,Bangladesh,Forward,RB Leipzig,85,79,62,73,79,54,76,23
Lydia Murphy-Francis,England,Midfielder,Saif SC,84,77,67,69,78,57,60,37
Sr(a). Catalina Alarcón,Mexico,Goalkeeper,RB Leipzig,84,68,65,62,78,54,75,23
Mónica Hortensia Vera Muñoz,Chile,Forward,Chelsea,80,75,66,71,75,55,67,31
Melissa Rogers,Scotland,Forward,Espanyol,82,70,67,68,77,70,77,29
Sarah Mueller,Guinea,Goalkeeper,Trabzonspor,80,70,71,70,75,63,68,20
Gordon Hahn,Switzerland,Defender,Burnley,83,67,64,75,73,44,75,32
Robert-Étienne Camus,France,Defender,Sevilla,79,73,59,73,75,58,71,31
Bradley Cole,Egypt,Defender,Leipzig,78,71,66,71,88,56,68,39
Marianne Skoglund,Sweden,Forward,Ajax,79,71,64,66,81,54,70,19
Stephanie Johnson,Republic of Ireland,Forward,RB Leipzig,80,77,65,76,74,56,66,32
Philip Sanchez,Nigeria,Forward,Inter Miami,82,77,64,71,69,64,72,24
José Luis Andrés Corrales,Mexico,Defender,PSV Eindhoven,79,76,59,74,73,61,73,37
Cynthia Miller,Ecuador,Forward,Villarreal,77,77,68,79,70,49,81,25
Aimé Ramos,France,Goalkeeper,Espanyol,78,80,67,74,72,56,69,20
Jean Maurice,France,Goalkeeper,OGC Nice,86,83,72,78,82,54,69,32
Cristal Verduzco Rincón,Mexico,Defender,Chicago Fire,84,66,59,76,73,68,73,37
Emy Maquet,Belgium,Midfielder,Retired,85,72,59,71,72,63,69,18
Tammy Lopez,Northern Ireland,Goalkeeper,Inter Miami,80,72,69,69,67,61,71,27
Fru Abelone Bertelsen,Denmark,Midfielder,Benfica,79,75,63,74,71,58,76,30
Frank Moreno,Austria,Forward,Roma,84,73,80,80,72,58,70,26
Fernanda Santos,Brazil,Defender,Burnley,79,76,61,57,78,55,76,20
Ester Melo,Brazil,Midfielder,Al-Hilal,88,80,70,73,74,58,72,21
Michael Hancock,Georgia,Defender,Fulham,79,71,66,74,80,61,67,22
Cody Smith,Cameroon,Forward,Benfica,83,69,60,64,75,57,75,29
Daniel Collard,Belgium,Defender,Bayern Munich,83,77,63,76,77,60,82,38
우정자,South Korea,Goalkeeper,Leeds United,78,75,60,69,72,62,71,22
Angela Lopez,Northern Ireland,Midfielder,Udinese,78,70,64,81,75,48,68,34
Willie Martin,USA,Defender,Benfica,85,80,63,78,82,60,80,26
Francisca-Naiara Maia,Portugal,Forward,PSG,84,78,59,67,69,59,72,29
Donna Simmons,Slovenia,Goalkeeper,Sheikh Jamal Dhanmondi Club,79,71,71,76,62,57,74,19
Paulina Hernando Aguilar,Spain,Goalkeeper,Burnley,79,81,73,76,76,62,67,39
Tracy King,Slovenia,Forward,Sheikh Jamal Dhanmondi Club,83,78,71,66,77,61,76,28
김명자,South Korea,Midfielder,Rayo Vallecano,85,75,69,75,72,66,69,33
Nikola Bjeliš,Croatia,Defender,Fulham,86,71,61,72,73,51,72,26
Olivia Boulanger,Belgium,Forward,Al-Rayyan,83,69,61,67,75,61,76,32
Ane Škrtić,Croatia,Goalkeeper,Leipzig,81,77,68,73,80,52,76,25
Aurora Dias,Brazil,Defender,Udinese,79,72,61,71,73,63,65,20
Emilia Zapata,Chile,Midfielder,Bayer Leverkusen,84,72,58,71,85,56,68,36
Franco Ojeda Sanchez,Argentina,Defender,Montreal Impact,80,65,68,78,78,64,75,18
Alfredo Jairo Sierra,Colombia,Defender,Aston Villa,83,72,63,79,74,66,74,31
Emily Duarte,Algeria,Forward,Al-Nassr,85,69,64,59,78,58,76,36
Kevin Williams,Bangladesh,Goalkeeper,Chittagong Abahani,84,77,60,70,76,55,63,26
Dr Joan Shaw,England,Midfielder,LA Galaxy,85,72,71,85,73,61,79,30
Robert Landry,Kenya,Defender,Arsenal,86,74,78,71,72,55,76,29
Malena Mendoza,Argentina,Forward,Everton,84,81,65,71,78,52,65,27
Charles Christensen,Ecuador,Midfielder,Chelsea,84,72,58,73,73,59,75,39
Alexander Taylor,Uruguay,Midfielder,Sevilla,79,69,64,75,76,58,74,22
Hanna Schüler,Germany,Goalkeeper,Nottingham Forest,81,71,70,73,76,60,69,29
Jacob Hamilton,Austria,Midfielder,Tottenham,82,75,65,70,77,61,65,37
Donna Coppola-Falier,Italy,Goalkeeper,Bayer Leverkusen,86,71,63,76,70,62,73,26
Alan Kennedy,Northern Ireland,Midfielder,LA Galaxy,82,78,58,77,85,64,78,27
Enrique Rodríguez,Colombia,Defender,Sevilla,79,74,61,67,73,52,68,21
Eric Moses,Santos,Goalkeeper,Atletico Madrid,79,70,66,68,74,61,77,27
Crystal Tucker,Kenya,Defender,AS Roma,82,69,74,68,71,60,75,28
Jessica Valentine,USA,Midfielder,Bayer Leverkusen,84,79,71,73,75,54,76,36
Micaela Wendolin Balderas,Mexico,Forward,Barcelona,83,72,56,66,85,54,71,20
pani Kalina Szaj,Poland,Goalkeeper,Fiorentina,83,75,72,69,71,58,76,34
Kathleen Robinson,Northern Ireland,Goalkeeper,Napoli,86,66,68,75,77,52,74,40
Tyler Welch MD,Slovakia,Forward,Retired,81,73,64,68,76,60,73,37
Amelia Hurst-Talbot,England,Defender,Newcastle United,80,73,72,86,80,67,68,32
Kendra Peterson,Cameroon,Goalkeeper,Real Betis,83,67,63,71,67,58,74,24
한민수,South Korea,Forward,AS Roma,83,69,68,72,73,51,70,32
Kara Smith,Northern Ireland,Goalkeeper,Sheikh Jamal Dhanmondi Club,79,69,56,71,74,64,65,34
David Blackburn,Nigeria,Defender,Liverpool,79,71,69,70,63,62,77,20
Dr. Ulrike Jespersen,Denmark,Forward,Ajax,80,80,69,78,74,60,73,40
Stephanie Alvarez,Georgia,Defender,Atletico Madrid,78,71,65,76,77,60,81,24
Domingo Leonardo Bórquez Bahamonde,Chile,Midfielder,Atlético Madrid,82,79,56,79,78,58,70,20
Laura Pruitt,Norway,Goalkeeper,Al-Sadd,84,76,64,66,75,60,69,18
Lisa Li,Guinea,Defender,Tottenham,79,77,51,70,81,57,75,31
Justin Zamora,Republic of Ireland,Midfielder,Flamengo,84,74,65,71,71,57,79,36
Nayeli Barbara Olivo Cordero,Mexico,Forward,AC Milan,80,70,70,76,71,61,73,28
Annie Jacquemart,Belgium,Forward,Burnley,87,68,67,68,70,53,72,35
Trine Simonsen-Rasmussen,Denmark,Forward,LA Galaxy,79,71,58,76,74,53,80,39
Richard Moody,Bangladesh,Forward,Vissel Kobe,80,70,63,77,79,62,64,22
Charles Abbott,Egypt,Midfielder,Crystal Palace,79,83,55,65,73,56,68,23
David Schultz,Santos,Forward,Ajax,85,71,68,69,75,56,75,32
Isabella van Rijthoven,Netherlands,Forward,Montreal Impact,79,83,62,71,76,58,76,19
Rachel Frye,USA,Midfielder,Olympique Marseille,79,73,73,70,75,46,62,22
Mr. Stephen Gonzalez,Senegal,Forward,Vissel Kobe,80,70,67,69,84,58,69,31
Chelsea Bradshaw,Santos,Goalkeeper,Chittagong Abahani,77,76,70,73,75,57,72,20
Britt Iversen-Sørensen,Denmark,Midfielder,Benfica,81,70,76,73,76,60,68,19
Juan Francisco Varela,Spain,Goalkeeper,Santos,80,71,65,73,81,53,74,25
Richard Henderson,Georgia,Defender,Leipzig,86,69,63,64,76,60,85,29
Alexandra Green,Slovakia,Midfielder,Watford,81,81,74,71,74,56,66,28
Alexander Pearson,Ivory Coast,Midfielder,Atletico Madrid,82,79,65,73,83,63,75,19
Univ.Prof. Birger Carlsen,Denmark,Midfielder,Inter Miami,83,71,71,72,77,57,63,19
Theodore Hernandez,Slovenia,Midfielder,Al-Sadd,84,89,60,72,76,60,63,27
Kristi Wheeler,Northern Ireland,Defender,Olympique Lyon,86,67,61,68,80,69,83,38
Ashley Hill,Uruguay,Forward,Leeds United,84,74,67,69,71,57,73,25
Cäcilia Trapp,Germany,Defender,Chelsea,87,78,61,67,74,59,79,30
Jorge William Ruiz Rodríguez,Colombia,Goalkeeper,Leipzig,80,70,67,63,66,56,70,20
Gabriel Woods,Cameroon,Forward,Chicago Fire,86,76,68,72,76,63,74,22
Ronnie Brooks,Cameroon,Midfielder,Abahani Limited,78,80,70,58,70,50,76,32
Jeffrey Nguyen,Ecuador,Goalkeeper,Tottenham,84,77,69,70,68,53,74,31
Marcantonio Baracca,Italy,Defender,Olympique Marseille,74,77,61,81,77,59,69,35
Erica Avila,Egypt,Defender,Udinese,81,68,57,74,87,67,70,38
Jorge Sharp,Georgia,Midfielder,Olympique Lyon,80,77,60,74,76,61,75,35
Lorenzo Demmendaal,Netherlands,Forward,Real Sociedad,83,72,72,69,84,57,73,40
Brenda Garcia,Scotland,Defender,Nottingham Forest,79,72,67,71,72,60,73,37
Miguel Davis,Morocco,Goalkeeper,Nottingham Forest,85,73,60,70,69,58,74,23
Howard Miller,Senegal,Midfielder,Manchester City,84,67,69,72,79,53,79,18
Benjamin Morales,Georgia,Midfielder,PSG,87,77,69,68,70,60,82,35
Domagoj Mesarić,Croatia,Midfielder,Barcelona,82,69,62,64,73,62,73,20
Jennifer Moore,Slovenia,Goalkeeper,Inter Miami,87,74,64,61,80,58,69,24
Zoe Valentina Acosta Gomez,Argentina,Midfielder,Sheikh Jamal Dhanmondi Club,85,69,74,71,74,48,72,36
Debbie Allen,Switzerland,Midfielder,Barcelona,78,70,76,71,74,62,69,31
Kristin Williams,Slovakia,Midfielder,Atletico Madrid,85,68,67,76,89,58,76,36
Jazmin Martina Navarro,Argentina,Midfielder,Leicester City,77,75,67,69,71,53,80,25
Daniel Charrier,France,Forward,Olympique Marseille,78,66,65,73,70,57,76,36
James Walters,USA,Defender,Udinese,82,69,64,71,80,52,79,31
Jordan Roberts,Uruguay,Forward,Wolverhampton,78,68,69,74,72,58,72,20
Miguel Perry,Morocco,Goalkeeper,Tottenham,82,63,57,73,72,66,70,36
Curtis Johnson,Cameroon,Midfielder,Inter Miami,81,75,64,76,79,58,67,36
John Bailey,Uruguay,Midfielder,Tottenham,81,78,62,71,67,57,73,35
Stephen Hicks,Austria,Midfielder,Galatasaray,83,79,69,72,69,67,73,25
Jorn Michielsen,Netherlands,Forward,Leipzig,79,70,67,77,82,55,70,35
Adam Burton,Morocco,Defender,Saif SC,79,71,65,75,69,58,77,36
Dr(a). Thiago Benjamin Torres,Argentina,Forward,Borussia Mönchengladbach,81,80,60,60,76,61,81,26
Ruben Webster,Algeria,Midfielder,Borussia Mönchengladbach,85,68,63,61,74,61,65,39
Gösta Hellström,Sweden,Forward,Chittagong Abahani,82,72,63,75,83,61,80,25
Johannes Thomsen-Schultz,Denmark,Forward,Chittagong Abahani,79,73,66,77,72,60,72,24
Allen Morrison,Scotland,Goalkeeper,Nottingham Forest,81,74,72,69,73,66,72,23
Emanuel Berggren,Sweden,Midfielder,Galatasaray,86,66,71,67,71,57,81,19
Bruna Vieira,Portugal,Defender,Sheikh Jamal Dhanmondi Club,83,66,66,75,80,49,74,30
Christine Wolf,Uruguay,Midfielder,Al-Ahli,78,73,59,71,67,64,72,40
Elizabeth Norris,Kenya,Midfielder,Burnley,81,72,68,73,67,60,74,31
Verner Dam,Denmark,Defender,Olympique Lyon,80,80,69,70,75,54,69,32
Sanja Nižetić,Croatia,Defender,PSV Eindhoven,78,80,65,72,81,64,72,18
강영호,South Korea,Goalkeeper,Tottenham,81,70,70,71,74,51,80,39
Gian Torlonia-Ariosto,Italy,Defender,Olympique Lyon,78,70,62,70,72,65,74,19
Aimé Fabre de la Le Roux,France,Midfielder,Espanyol,83,75,68,68,86,57,84,18
Theo Silveira,Brazil,Midfielder,Leicester City,80,67,61,69,73,56,72,20
Garrett Joyce,Egypt,Goalkeeper,Aston Villa,81,78,64,69,76,63,81,38
Tyler van Tuijl,Netherlands,Goalkeeper,Real Betis,83,79,67,72,80,53,75,35
Ramiro Zambrano,Mexico,Forward,Manchester City,81,72,60,86,78,50,68,33
Violeta Vicente Acuña Rodriguez,Argentina,Defender,Vissel Kobe,83,75,62,62,71,59,75,31
Adam Hill,Serbia,Goalkeeper,Leicester City,83,78,61,71,76,65,78,28
Jeremy Daniel,Norway,Forward,Manchester United,79,78,66,61,79,62,75,21
Anne Richardson,Northern Ireland,Defender,OGC Nice,87,75,56,66,71,48,76,39
Tricia Harmon,Northern Ireland,Defender,Flamengo,88,67,62,64,73,62,77,38
Douglas Valdez,Georgia,Forward,Leipzig,81,71,56,71,80,54,70,22
Andrew Wilson,Senegal,Forward,Liverpool,86,71,62,79,73,60,71,26
Jesus Randolph,Republic of Ireland,Midfielder,Ajax,81,81,65,72,68,63,74,34
Juan Ignacio Luca Moyano,Argentina,Forward,Orlando City,82,66,74,65,76,59,75,21
Shirley Frederick,Norway,Defender,Manchester United,84,75,62,70,73,58,76,31
Brian Hardy,Serbia,Goalkeeper,Montreal Impact,80,72,58,63,73,58,80,37
Serge Massart Dony,Belgium,Defender,Al-Ahli,85,71,65,81,72,57,83,34
Nikola Rose,Germany,Defender,Udinese,80,66,67,64,78,58,79,22
pan Dariusz Bednarowicz,Poland,Midfielder,Newcastle United,84,75,61,77,84,64,77,30
Austin Gregory,Egypt,Forward,Real Sociedad,82,73,67,80,76,66,69,22
Jonathan Rivas,Morocco,Defender,Al-Ittihad,83,77,64,66,84,63,67,36
Dan Andersson,Sweden,Goalkeeper,Wrexham,76,70,64,63,68,61,71,35
Ambar Campos Hernandez,Argentina,Goalkeeper,Burnley,78,64,63,67,77,60,75,39
Michelle Harris,Scotland,Goalkeeper,Sheikh Jamal Dhanmondi Club,74,66,70,64,71,54,73,32
Michael Richmond,Norway,Goalkeeper,Inter Milan,81,72,61,77,75,56,71,36
Michael Patrick,Uruguay,Midfielder,Al-Sadd,81,75,73,80,67,60,72,27
Amanda Hart DVM,USA,Defender,Saif SC,84,69,56,79,72,61,77,22
Michele Conner,Slovenia,Goalkeeper,Juventus,83,81,64,68,78,66,74,28
서수빈,South Korea,Defender,Benfica,77,65,62,75,80,60,72,25
Kristian Koch,Germany,Forward,Udinese,79,76,79,66,71,62,67,29
John Martin,Egypt,Goalkeeper,Manchester United,77,79,64,70,73,65,71,18
Ian Benjamin Juan Pablo Sanchez Godoy,Argentina,Defender,Wolverhampton,84,68,67,72,80,58,73,40
Juan Castillo Correa,Colombia,Forward,Udinese,77,79,65,77,82,54,73,36
Camilo Felipe Carrizo Paez,Argentina,Goalkeeper,Rayo Vallecano,80,73,62,67,79,61,78,22
Jennifer Ali,Slovenia,Forward,Real Betis,84,72,71,69,76,57,70,29
David Taylor,Scotland,Goalkeeper,Arsenal,79,72,63,68,83,66,79,22
Maria Hayes,Egypt,Goalkeeper,Benfica,78,72,63,77,72,56,71,21
Melanie Preston,Algeria,Forward,Bayer Leverkusen,82,66,66,59,74,55,69,18
Laura Jerusalem,Netherlands,Forward,Wolverhampton,82,71,64,67,82,59,76,19
Kimberly Collier,Bangladesh,Defender,Flamengo,84,75,67,75,83,52,70,37
Robert Taylor,Switzerland,Goalkeeper,Bayer Leverkusen,81,73,64,76,76,48,73,32
Christine Steele,Santos,Midfielder,Olympique Marseille,83,68,70,67,75,58,58,39
Jason Rodriguez,Nigeria,Defender,Newcastle United,85,74,67,73,83,54,69,33
Abdul Thomas,England,Forward,Barcelona,81,68,66,67,74,64,74,26
Lucio Acosta Iñiguez,Spain,Goalkeeper,Fulham,81,78,65,68,73,57,65,27
Mary Martin,Republic of Ireland,Defender,Real Sociedad,78,71,64,68,79,47,68,23
Matija Čop,Croatia,Defender,LA Galaxy,79,71,66,72,84,60,75,24
Katherine Nguyen,Morocco,Midfielder,Real Sociedad,78,73,63,80,78,49,69,28
Jacqueline Giles,Northern Ireland,Forward,Fulham,85,70,62,72,76,57,83,30
Stefani Perozzo,Italy,Midfielder,Aston Villa,82,74,64,76,82,63,72,20
Hrvoje Ljubić,Croatia,Defender,Aston Villa,81,75,75,67,81,55,65,22
Melissa Travis,Algeria,Defender,Olympique Lyon,84,68,67,68,77,73,77,25
Mathew Moore,Republic of Ireland,Defender,Napoli,81,75,61,75,80,48,80,35
Nicole Moran,Egypt,Midfielder,Fulham,84,68,61,65,77,55,72,40
Hr Kåre Knudsen,Denmark,Midfielder,Bayern Munich,86,75,68,74,76,64,78,35
Erika Lucía Tovar,Colombia,Midfielder,Watford,83,71,55,69,77,60,69,29
Roos Mens,Netherlands,Midfielder,Chittagong Abahani,77,61,68,75,79,56,72,33
Damaris Diana Rodríguez,Colombia,Defender,Roma,81,60,66,69,81,66,80,35
Hana Halambek,Croatia,Forward,Burnley,87,67,67,63,71,63,74,34
Ricardo Jones,Algeria,Defender,Wrexham,80,77,72,72,74,59,73,33
Trevor Henderson,Ivory Coast,Midfielder,Al-Nassr,82,72,72,67,85,61,71,26
Jamie Wolfe,Serbia,Goalkeeper,Atlético Madrid,83,68,63,71,67,55,73,40
James Jessen-Carlsen,Denmark,Midfielder,Al-Sadd,80,65,79,74,76,46,74,31
Lucas Williams,Georgia,Forward,PSV Eindhoven,80,78,68,70,74,56,83,26
Ana Beatriz Monteiro,Brazil,Goalkeeper,Sheikh Jamal Dhanmondi Club,84,73,58,81,78,58,72,22
Gina Becker,Germany,Forward,Atletico Madrid,80,67,70,74,71,61,72,22
John Salinas,Senegal,Defender,Al-Nassr,77,77,71,76,76,53,79,20
Nadine Gosset,Belgium,Forward,AS Roma,83,72,62,69,70,55,76,31
Shirley Avery,Slovenia,Midfielder,Burnley,88,78,65,72,79,68,74,32
Wendy James,Slovenia,Defender,Roma,86,65,64,83,79,55,75,29
Olivia Miller,Nigeria,Goalkeeper,Liverpool,82,77,57,70,89,55,80,24
Arthur Descamps,Belgium,Defender,Al-Nassr,83,80,63,69,73,57,73,18
Fru Karla Vestergaard,Denmark,Defender,AC Milan,83,74,67,68,68,63,73,24
Dana Riggs,Santos,Midfielder,Al-Hilal,79,64,66,68,73,57,73,20
Eric Waters,Scotland,Forward,OGC Nice,84,70,71,73,87,54,74,37
Claire Jenkins,Guinea,Forward,Olympique Marseille,82,66,65,73,76,63,74,19
Miroslav Eckbauer,Germany,Goalkeeper,AC Milan,82,75,63,77,71,55,81,32
Megan Johnson,Uruguay,Midfielder,Burnley,80,73,70,73,83,64,83,34
Isidora Bayón,Spain,Forward,Olympique Lyon,81,75,62,72,69,58,77,38
Julie Terry,Nigeria,Forward,Chelsea,87,59,68,67,83,58,80,24
Rosario Atienza Isern,Spain,Midfielder,Inter Miami,82,67,61,69,78,61,82,29
Margareta Jönsson,Sweden,Midfielder,Wrexham,77,77,57,65,73,59,65,24
Laís Castro,Brazil,Midfielder,Real Betis,80,71,65,66,69,59,64,35
Gregorio Zaragoza Meraz,Mexico,Midfielder,Sevilla,81,74,68,79,74,59,75,21
Michael Schmitt,Morocco,Defender,Newcastle United,79,79,73,72,71,59,72,28
Diana Olga Rodríguez,Colombia,Midfielder,Al-Rayyan,79,75,58,76,71,55,74,27
Renee Whitehead,Ivory Coast,Forward,Leicester City,82,74,64,79,67,57,70,22
Dr Daniel Stokes,England,Goalkeeper,Espanyol,86,70,59,69,72,59,72,23
Miguel Stokes DVM,Northern Ireland,Defender,Montreal Impact,85,65,57,76,65,63,65,28
Christopher Anderson,Slovakia,Forward,Burnley,85,84,68,71,75,56,67,38
Robert Jordan DDS,Morocco,Defender,Sevilla,80,76,65,81,66,53,70,31
Sig.ra Serena Venturi,Italy,Goalkeeper,Santos,80,74,67,68,81,53,71,24
Julius Friis,Denmark,Goalkeeper,Sevilla,77,75,67,83,76,53,74,38
Jeffrey Miles,Ivory Coast,Forward,Juventus,76,77,76,67,63,59,68,37
Brandon Rich,Senegal,Goalkeeper,Chelsea,77,75,63,69,71,63,74,40
Karen Hunter,Slovenia,Forward,Saif SC,78,72,67,76,76,65,74,19
Davi Miguel Campos,Brazil,Midfielder,OGC Nice,82,84,68,66,72,60,78,31
Enrico Borges,Brazil,Defender,Udinese,78,84,61,82,72,62,70,40
Lovisa Johansson,Sweden,Defender,Leicester City,74,71,59,74,76,65,76,28
Jacqueline Baker MD,Guinea,Goalkeeper,Retired,82,69,54,74,70,63,78,19
Charlene Gutierrez,Algeria,Forward,Borussia Mönchengladbach,83,77,61,80,73,60,75,23
Crystal Hernandez,Serbia,Midfielder,Flamengo,82,68,71,70,72,60,73,37
Richard Rodriguez,Slovenia,Defender,Real Betis,87,77,65,71,71,68,67,31
Nuno Neves-Almeida,Portugal,Goalkeeper,Al-Hilal,81,80,67,79,78,55,73,38
Davi Miguel Dias,Brazil,Goalkeeper,Chelsea,82,65,60,73,81,65,69,35
Ruby Yenny Díaz Ortega,Colombia,Defender,PSV Eindhoven,78,74,69,69,76,61,71,20
Brett Hughes,Republic of Ireland,Goalkeeper,Newcastle United,88,74,63,71,74,64,69,28
Kimberly Lara,Northern Ireland,Defender,Liverpool,82,72,72,67,79,59,73,28
Cameron Hicks,Uruguay,Midfielder,Roma,85,79,64,65,82,56,74,27
Andrea Palmer,Slovenia,Midfielder,Aston Villa,81,70,61,76,75,49,71,32
Ms. Danielle Molina,Slovenia,Goalkeeper,Nottingham Forest,79,82,65,69,78,52,66,24
Dr Nathan Finch,England,Forward,Rayo Vallecano,83,76,63,77,72,60,69,36
Ana María Preciado,Mexico,Goalkeeper,PSG,81,79,70,67,76,60,72,21
